UniversalMessageId,Message,Year,Month,Day,Editoria,Categoria,Produto,SocialNetwork,Sentimento,shares,comments,likes,alcance
FACEBOOK_38_m_RGFwpBSb8tGXmIptjtyFvoSGYCElVy2yDj3lYpXga7W2cjMIyyLzgRpwwpYZGt4c0j7TgyFeRbZi2eI9zs-4SQ,"Bom dia. Estou mt indignado com a Tim. Renovei meu ciclo dia 26/08 e quando fui verificar meu saldo ja havia consumido mais de 10gb dia 27/08. Não tem como eu ter gastado td isso em um dia. Além do mais, meu plano mudou para o combo dia, sendo que antes qdo eu renovava a franquia era atualizado no beta lab mensal. Solicito verificação",2019,2019-08-01,2019-08-28,A,Produtos e Serviços,Plano,Facebook,Neutro,77,286,1837,16710
WEB_100_sg_E17FE27AC1E582649A2E61BF64F577CC,"Estava sem usar meu chip da TIM a alguns dias, fiz uma recarga hoje, e ao consultar meu app da Tim o saldo de R$ 5,19 havia sido debitado. O chip estava fora de uso, eu quero estorno no valor, já mandei SAIR para 33333 e quero o valor de volta, isso é totalmente desnecessário, inventam produtos e fazem vendas indevidas para gerar números. Não tem nem o que alegar, pois nem chamada estava recebendo nesse número. Aguardo retorno rápido.",2018,2018-12-01,2018-12-28,A,Atendimento e Relacionamento,Aplicativo,Web,Negativo,99,229,1894,10554
FACEBOOK_14_2106980749391732_2116984981724642,"INSATIFAÇÃO TOTAL COM A OPERADORA TIM
Boa tarde!

Gostaria de deixar registrada minha insatisfação com o serviço e atendimento prestado pela operadora TIM e histórico do que vem acontecendo, além de solicitar estorno dos pagamentos efetuados indevidamente e solicitar gravações das datas e protocolos relatados abaixo:

12/11/2018 – Agendado pelo site TIM o cancelamento do plano e linha (11) 9 9740-7879.
Protocolo de atendimento: 20181259258815
Recebi por e-mail também o protocolo: 20181259267334

16/11/2018 – Liguei na central de atendimento para verificar se era possível já efetuar o cancelamento ou se precisava aguardar até a data programada e atendente me orientou a aguardar até o dia 05/12 (Data programada para o cancelamento automático).
Protocolo: 20181277635269

05/12/2018 – Cancelamento automático da linha.

04/02/2019 – Recebi a cobrança da linha (11) 9 9740-7879, efetuei o pagamento e não me atentei que era a linha que deveria estar CANCELADA (desde 05/12/2018).
 Acabei pagando a fatura de janeiro e Fevereiro (indevidamente, pois linha deveria estar cancelada). 
Liguei na central de atendimento para verificar o porquê estava recebendo cobrança de uma linha cancelada e se estivesse ativa, que cancelasse definitivamente.
Fui aconselhada a não efetuar o pagamento da outra linha, (11) 9 9949-3419 pois o valor do pagamento da conta indevida seria creditado nessa conta.
Protocolo: 2019133226293
15/02/2019 – Contato pela página do Facebook TIM tentando solução.
Protocólo: 2019203842461

18/02/2019 – Continuo recebendo cobrança e ligo novamente na central.
A conta permaneceu ativa e nada foi resolvido. Solicitei novamente o CANCELAMENTO DA LINHA, PLANO e reembolso do valor pago indevidamente.
Protocolo: 2019188860359

25/02/2019 – Recebo outra cobrança e deixo meu serviço para ir até o Maxi Shopping Jundiaí, única loja autorizada TIM e fui orientada a fazer a reclamação na ANATEL, PROCOM e procurar meus direitos pois não podem fazer nada por mim.

Retorno do Facbook no dia 27/02/2019 – “ Olá, Mariana. Conforme protocolo 2019188860359, sua linha foi cancelada apenas dia 18/02, fazendo assim com que a fatura gerada seja devida e é necessário realizar seu pagamento. Anote seu protocolo: 2019221660872. Pode contar conosco!”

HOJE 28/02/2019 – Recebi novamente a cobrança por telefone e e-mail.
Entrei em contato com outra operadora, solicitando a portabilidade da linha (11) 9 9949-3419 e agora não paro de receber mensagens da TIM pedindo para que fique.
Que desaforo! Vou ligar ainda hoje também para cancelar o plano enquanto não há a portabilidade de operadora.",2019,2019-02-01,2019-02-28,A,Produtos e Serviços,Aplicativos Ilimitados,Facebook,Negativo,99,188,1444,23448
FACEBOOK_38_m_N1jXqe4d7oClWhMHcFH0j3-81J6A1aYXyfNlgpDQPJ_E3_dCjLGwYNoLw3ryOslDKfJAQ7KN-CfQUpQ7xhPFIQ,"Já fui à loja da Tim e levei um bilhete do próprio punho de minha filha na qual ela protesta contra essas três contas. Ficaram de me dar a resposta, mas até agora nada. Aliás, a carta que ela escreveu está acima. . A OI , na qual houve um problema parecido, reconheceu que seria impossível ter sido minha filha que teve seu nome numa conta de São Paulo, morando na Alemanha.  A OI oi mais honesta com a minha filha . a TIM não se importa com clientes ou possíveis clientes. Na semana que vem entrarei com um processo contra a TIM, caso eu vá na loja de novo e insistam em cobrar esse absurdo. Minha filha não poderá vir ao Brasil apenas pra resolver uma questão a qual eu, sua mãe, com procuração para resolver seus problemas aqui no Brasil, inclusive junto às prestadoras de de telefonia, como consta na dita procuração. Acrescento que há uma coincidência nos dois problemas, OI e TIM, pois tanto a conta da OI quanto uma das contas da TIM era de Tatuapé. Vi na Internet que a TIM comprou a OI. Sou cliente da OI desde que era TELEMAR, há mais de 40 anos - tenho COMBO da OI. Penso que se a TIM comprou a OI por certos os serviços dela piorarão muito. Aliás, resolvi entrar em contato com a TIM pelo Facebook porque fiquei metade do dia tentando falar com a TIM e não consegui. Isso já comprova o quanto os serviços estão horríveis. Sinto muito por vocês. O povo não será enganado para sempre se não mudarem essa política de resolver problemas do tipo deste que minha filha está tendo. Outra coisa. Esse fraudador que usou o nome da minha filha para ter três contas no nome dela deve ser de dentro da própria TIM/OI...",2018,2018-10-01,2018-10-28,A,Redes,Lojas,Facebook,Negativo,77,266,1435,28864
WEB_100_sg_0FC79466A305FA1E5B9F5F75D4C89E70,olá mim chamo Jussara a mais de 5 anos uso a operadora  tim mas nesses últimos meses está insuportável  ter essa operadora primeiro a internet acaba muito rápido. sendo que uso mais watssap é meu pacote é watssap limitado . é  outra para tentar melhora minha internet   mudei para um plano com mais Giga  mas a atendente  não fez a migração do plano.  eu pedi o cancelamento mas era do plano antigo para um novo plano com mais Giga.  mas acabou fazendo uma mistura que eu tô sem internet  pra watssap tô sem plano nenhum por simples falta de falta de informação dos atendente .  pois eles passa pra mim pessoas resolver seus problemas mas ninguém resolver seu problema fora que o atendimento é um  dos piores atendimentos que já utilizei em toda minha vida as pessoas mal educadas deixa agente esperando muito tempo é ainda não tem ninguém que resolver seu problema. e  agora estou eu sem internet. utilizo muito pra trabalho  . totalmente falta de respeito com os clientes ..,2018,2018-08-01,2018-08-30,A,Atendimento e Relacionamento,Atendimento,Web,Negativo,81,165,1264,29726
FACEBOOK_38_m_aGEhhKHMnCVT4l9riKFZLJf338RlreE0qsEVFrqVLzoE7JV_HWRzKpj-YmGlopGsaa6QpbYkf39jcP2PwYMT_w,"Boa tarde, mudei o pacote de live tim e o aparelho não mudou e está ruim a conexão com a smart, como devo solicitar? Nelly Cpf. 661503457-34",2019,2019-08-01,2019-08-29,A,Produtos e Serviços,TIM Live,Facebook,Negativo,81,286,1896,25887
FACEBOOK_97_2356592884430516_2401139129975891,"Fabiana Bernardo gata, abre protocolo, se não solucionar abre junto a Anatel...
Nunca tive problema com a Tim...tenta q vai🥰",2019,2019-08-01,2019-08-26,A,Atendimento e Relacionamento,Atendimento Demorado,Facebook,Negativo,71,154,1229,20562
FACEBOOK_14_555947758111643_837449976628085,"Sou promotor da tim

Planos ilimitados da tim
22 gigas de internet
Redes sociais ilimitadas (facebook, instagran, whatsapp e twitter)
Ligações ilimitadas para celular de  qualquer operadora do Brasil 
Ligações ilimitadas para telefone fixo do Brasil 
SMS ilimitados para qualquer operadora 
Aplicativos tim ilimitados (deezer, easy taxi e tim banca)
Valor 84,99fixo mensal 
Velocidade 4,5G
Caso alguem tenha interesse me chame in box
Faco portabilidade e aquisição de nova linha.",2019,2019-04-01,2019-04-26,A,Redes,Aplicativos Ilimitados,Facebook,Neutro,85,269,1220,16941
FACEBOOK_39_m_kaXcWUWrNZdeWWsT0Afaz7ICA5L6lbQklpHLt6jbkfNB6dUOaFO4i6Ngz60_MANXnhEDj1YITHonQH00r-oUFA,"Lucas. Na oferta TIM controle 4GB com ligações ilimitadas para qualquer operadora, você tem TIM Banca Virtual, TIM Music by Deezer, SMS ilimitado e Roaming nacional. Além de aplicativos gratuitos durante 3 meses. São muitos benefícios por apenas R$ 59,99/mês. Você também pode aderir o plano com fidelização de 12 meses por apenas R$ 49,99/mês. Contrate esta oferta agora mesmo através de nosso site. Acesse: http://bit.ly/1NiGl8f",2018,2018-08-01,2018-08-29,A,Marca,Aplicativos Ilimitados,Facebook,Positivo,82,257,1250,11166
WEB_100_sg_F6A9867DCD57432333AEA554BCEEDD62,"No dia 09/10 fiz uma ligação para TIM LIVE para ter informações sobre o valor da minha fatura que havia aumentado e eu não tinha sido notificado quanto a isso. Então a atendente me explicou o motivo e então por questão de melhoria e por estar em um valor acessível, resolvi trocar o meu plano de 35MB de velocidade (valor R$ 109,00) por 60 MB (valor R$ 105,00).Fui notificado sobre o prazo de contato com o técnico para agendamento do serviço pois seria necessário a troca do meu modem. Chegado ao fim dos dias estabelecidos pela empresa, liguei novamente pois não recebi nenhum contato e a atendente teve que reagendar todo o processo pois segundo ela não havia sido protocolado o pedido. Eu acatei pacientemente e foi me passado um novo prazo novamente não cumprido pela Tim. Passados mais de 15 dias da solicitação, eu novamente entrei em contato porque é um absurdo uma simples troca de plano de serviço que beneficiaria os dois lados durar tanto tempo, exigi que fosse feito a troca o quanto antes e novamente me foi dado um prazo de 3 dias, essa ligação foi feita no dia 23/10 e até o prezado momento dia 31/10 meu chamado segue em aberto e sem qualquer resposta da empresa. Todos os protocolos das ligações que eu fiz estão anexados para análise. Nunca tive problema nenhum com a Tim, nunca tive problemas de atraso de pagamento ou qualquer coisa do tipo e houve um total descaso pra um serviço que deve ser simples pois é apenas o aumento de plano de internet. Já fiz essa mesma reclamação na Anatel e no PROCON, estou aguardando uma resposta.",2018,2018-10-01,2018-10-31,A,Atendimento e Relacionamento,Sinal,Web,Negativo,70,275,1563,11981
WEB_100_sg_4543DF6334657246E6C1BE357612179F,"Boa tarde,Preciso de ajuda da TIM para poder recuperar meu número que utilizava a quase 10 anos.Tive um problema com meu telefone (quebrou) e fiquei sem possibilidades de comprar um novo por um tempo.Quando conseguir comprar um telefone, meu chip já não estava funcionando.Fui até uma loja da TIM e a mesma informou que meu chip tinha expirado e que eu não conseguiria recuperar mais; Pedi para poder comprar novamente meu numero, mas fui informada que o numero só poderia ser ativo novamente( por qualquer pessoa) em um ano.( meu chip expirou no dia 26-04-2019 : dia do meu aniversario inclusive, e eu tentei recuperar ele em março)Ou seja: Estou esperando 26-04-2020 para ir em uma loja da Tim  comprar meu numero de volta e sem saber se irei conseguir.Por favor, seu que deve ter alguma maneira; Estava com vcs a tanto tempoMeu whats APPMeu EmailMeus contatosTudo estava com esse numero. tudo vinculado.  Inclusive, o site do reclameaquiEntão venho pedir gentilmente meu chip novamente. Nunca tive problemas com a operadora e sempre gostei da TIM;Não posso ficar na incerteza até 2020",2019,2019-08-01,2019-08-28,A,Produtos e Serviços,Atendimento,Web,Negativo,87,186,1447,18546
FACEBOOK_38_m_qeJbFA9ZHIGIOpv680kW_li5Uo8Kal5GcvdLsm0Nfb8SXU8OqxQ-xWKUhmNr23MRo5embSt938QGZSvYCzYOFQ,"Sou promotor da tim

Planos ilimitados da tim
5 gigas de internet
Redes sociais ilimitadas (facebook, instagran, whatsapp e twitter)
Ligações ilimitadas para celular de  qualquer operadora do Brasil 
Ligações ilimitadas para telefone fixo do Brasil 
SMS ilimitados para qualquer operadora 
Aplicativos tim ilimitados (deezer, easy taxi e tim banca)
Valor 49,99 fixo mensal 
Velocidade 4,5G
Caso alguem tenha interesse deixe o contato com DDD 
Faco portabilidade e aquisição de nova linha.
(31)994246189 meu zap",2019,2019-04-01,2019-04-24,A,Marca,5G,Facebook,Positivo,91,269,1620,14341
FACEBOOK_14_1094160017400709_2170513203271981,"no dia 9 de outrubro um atendente da tim me ligou e ofereceu um plano para cobrir a concorrencia da Vivo, eu cai feito boba, pois cancelei a vivo para ficar com a Tim.
logo em seguida aparece uma promoçao no facebook de 6 gb no mesmo plano que eu tinha contratado com ligaçoes ilimitadas. por 49.90
sendo que no anterior seria 3.5gb por 59.90. Migrei para esse plano e pensei estar tudo certo. Fui numa loja da Tim no Iguatemi em Campinas e confirmei com um atendente da loja propria e ele me respondeu que ja tinha sido migrado para o plano de 49.90. Quando foi ontem resolvi baixar o aplicativo da Tim e para minha surpresa o plano que estava era o que eu tinha contratado no dia 9 por 59.90 por mes e ai começou a minha saga.

primeiro protocolo 20181196337974 as 23:55 a atendente disse que tinha cancelado o plano de 59.90 e passado para o de 49.90. Pronto, pensei que estava resolvido o problema, mas estava apenas começando.

Logo em seguida apareceu no meu celular que havia mensagem na caixa postal e eu nao tinha caixa postal ativada, quando fui ouvir, tinha que comprar um pacote adicional ou pagar 1.19 por dia para ouvir mensagens.

Ligo novamente no protocolo 20181196354754 pedindo para desativar a caixa postal do meu numero, na qual a atendente diz que nao pode desativar pois eles tinham acabado de reativar minha linha, entao tinha que esperar duas horas. Como ja estava na madrugada, resolvi entao ligar pela manha. Mais um teste de paciencia.

ligo as 08;58 no protocolo 20181196812568 pedindo para cancelar a caixa postal e a pessoa cancela a linha inteira. Fiquei sem telefone e sem internet. Ai começou minha agonia, 
no aplicativo da tim aparece que sou cliente pre pago, mas no atendimento sou controle, ou seja, continuo pagando por algo que nao tenho. 
segue os demais protocolos onde peço encarecidamente que voltem minha conta para controle 6 gb mais ligaçoes ilimitadas por 49.90
So lembrando que ninguem conseguiu resolver meu problema e meu celular ainda continua pre aqui no aplicativo e controle la na tim..

seguem os protocolos do dia:
20181196835335 as 09.07 da manha
20181196895607 as 09,28 da manha
20181196906622 as 09,32 da manha
20181197813068 as 13.48 da tarde
20181197862969 as 14.03 da tarde
20181198116315 as 15.25 da tarde o atendente era o Gabriel que desligou na minha cara..
20181198200984 as 15.23 e essa atendente ria da minha cara, dizia que se eu quisesse eu teria que esperar que a tim iria ver e ficava rindo, quando pedi seu nome, ela simplesmente me desligou.
ou seja, o pior atendimento que eu ja vi na vida, funcionarios que nao sabem resolver e ainda pioram a situaçao, pois de um cancelamento de uma caixa postal. Cancelaram toda o meu pacote e nao conseguem resolver.. La na central da Tim ainda sou cliente controle, e continuo pagando por algo que nao possuo, aqui no meu aplicativo, eu sou cliente pre pago e sem credito. Ou seja, nao consigo efetuar chamadas e nao tenho acessso à internet. Voces acham que uma empresa dessas esta preocupado com o cliente? atendendes mal educados, grossos e pior, incompetentes ao extremo. Quero que seja cancelada essa linha e nao irei pagar nada a partir da data de hoje onde colocaram meu plano como pre pago. 
Quero minha situaçao resolvida o mais rapido possivel e tim nem de graça eu quero na minha vida. Tomem muito cuidado com essa empresa que engana os clientes.
Agora a tarde percebo que ainda cobraram uma conta no meu cartão de crédito tb. Ou seja a empresa está me roubando.  Cancelaram meu plano contratado ontem e ainda debitaram antecipadamente o valor do pacote. Vc usa e paga a Tim cobra antes de vc usar e ainda cancela seu plano. Pedi o estorno no meu cartão e eles me responderam que será em 5 dias úteis.  Já consultei meu advogado  vou entrar com danos morais. Chega de ser enganada por empresas vagabundas.",2018,2018-10-01,2018-10-27,A,Marca,Aplicativo,Facebook,Negativo,89,183,1395,20285
TWITTER_8_1057697405469106179,"Quem tem de fazer propaganda é a Claro, pra disputar meu dinheiro com a Vivo ou a Tim. Propaganda é da Nike, senão eu compro Adidas.

Propaganda do governo é pra quê? Dá pra escolher pagar imposto pra outro?

Publicidade estatal é só controle da mídia. Chega!",2018,2018-10-01,2018-10-31,A,Marca,Marca,Twitter,Neutro,66,134,1582,29878
TWITTER_4_1079757894374047747,"Eu não aguento mais a @TIMBrasil
Tenho dois números de celular da operadora. Num tenho um plano caro pra diabo, no outro que não tenho é ligação o dia inteiro pra contratar planos. Vou cancelar os dois.",2018,2018-12-01,2018-12-31,A,Produtos e Serviços,Plano,Twitter,Negativo,87,206,1488,23100
WEB_98_mov_2DF813DEE95E823E1FCBAE0C1086ECFC,"A MWC 2019 está rolando e não são apenas novidades para fora do país que são reveladas lá: presente no evento, o presidente da Anatel Leonardo de Morais revelou que já está marcada a data do leilão de frequências para o funcionamento das redes de internet móvel ...",2019,2019-02-01,2019-02-27,A,Redes,4G,Web,Negativo,85,193,1631,10593
WEB_100_sg_FAFED623FA090E5596319FB6CE918709,"UMA GRANDE SURPRESA TIVE HOJE EM ABRIR A MINHA CAIXINHA DE CORREIO, ENCONTREI UMA FATURA DA TIM COM TODOS OS MEUS DADOS CORRETOS (END. CPF ,etc) E COM OUTRO NÚMERO DE LINHA (13 98106-6292), ME COBRANDO UM PLANO QUE NÃO CONTRATEI NO VALOR DE R$ 44,99. LIGUEI NO *144 (NA TIM) E SIMPLESMENTE FUI INFORMADO QUE A LINHA ESTAVA EM MEU NOME COM TODOS OS MEUS DADOS CORRETOS, ONDE FOI ABERTO UM CHAMADO INTERNO PRA TENTAR RESOLVER O PROBLEMA. ACHO UM ABSURDO NÃO TER UMA RESOLUÇÃO DE IMEDIATO.. E AINDA ME PEDIRAM UM PRAZO DE CINCO DIAS PRA TER UMA RESPOSTA.NÃO TENHO CONHECIMENTO ALGUM COM ESSA LINHA MUITO MENOS PLANO...INCLUSIVE JA LIGUEI PRA CIMA NEM SE QUER CHAMA, ALGUMAS VEZES CAI EM CAIXA POSTALPROTOCOLO TIM::2019721194386ESPERO UMA SOLUÇÃO O QUANDO ANTES",2019,2019-06-01,2019-06-26,A,Contas e Tarifas,Plano,Web,Negativo,68,154,1416,27968
TWITTER_7_1123031180608253952,"@Danaugber1 Mas, justiça seja feita, tive um problema com a TIM, liguei pra ANATEL e resolveram rapidinho!",2019,2019-04-01,2019-04-30,A,Atendimento e Relacionamento,Atendimento Demorado,Twitter,Negativo,95,197,1540,11983
FACEBOOK_39_m_yuZfeaJ1q1qp-h6ijpuBid3Yf4TdqlVp3TY3HjaPWnfzd-QQ0ka7KwxqcrjT5axa48hccYVZoN8fl6azmAJsWg,"Olá Heloyse, pedimos desculpas pela demora. Verificamos que o plano TIM Controle Light plus stá ativo desde 24/11/17 e as faturas em aberto são devidas não sendo passível de contestação. Iremos encaminhar a solicitação para o cancelamento do plano. Confirme por Inbox telefone alternativo para contato e e-mail. Ficamos no aguardo!",2018,2018-10-01,2018-10-29,A,Produtos e Serviços,TIM Controle,Facebook,Neutro,84,182,1877,12513
TWITTER_2_1055883946184052739,O segredo pra resolver problema com a tim é dizer que vai denunciar pro procon pense como eles ficam mansos me deram até 500MB de internet a mais no meu plano,2018,2018-10-01,2018-10-26,A,Produtos e Serviços,Plano,Twitter,Negativo,76,118,1797,10600
FACEBOOK_14_1526417807448032_1637074846382327,"Estou entrando em contato com a tim desde dezembro, já liguei varias e varias vezes reclamando cobranças indevidas, porem a tim e seus atendentes como sempre fazem pouco caso, não é a toa que cada mês que passa só perde clientes. Estou reclamando de valores cobrados que são indevidos, porem quando ligo no atendimento ao cliente no *144 eles abrem um chamada, que já foi aberto mais de 15 vezes e sempre sem solução, ligo novamente, como eles não resolvem por telefone me orientaram a ir em uma loja tim, chego na loja tim e pra minha supresa, a atendente me fala que não pode fazer nada, e que só pode abrir um chamado e que uma atendente vai me ligar em 5 dias uteis.. MEU QUE MERDA ESSA TIM, ELES ORIENTAM SEUS FUNCIONÁRIOS A FICAREM NESSE JOGO DE EMPURRA, EMPURRA AI NINGUEM RESOLVE NADA, A FATURA VENCE, AI OU VOCÊ PAGA OU FICA SEM TELEFONE.
AI A ATENDENTE DA LOJA TIM DO SHOPPING INTERLAGOS QUE ABRIL O PROTOCOLO DE NUMERO 2018042559696 ME FALA "" MELHOR VOCÊ IR NO JUIZADO DE PEQUENAS CAUSAS QUE AQUI VOCÊ NÃO RESOLVE NADA.. HAMMM COMO ASSIM, ESSE É O ATENDIMENTO DA TIM... 
Pra eu não me alongar muito, umas das minhas reclamações e a principal é: esse mês por exemplo, meu plano TIM CONTROLE B PLUS valor 54,99, desde dezembro esse é meu plano, porem esse mês veio na fatura R$ 116,99, a tim alega que esta sendo cobrado um valor de outras duas linhas que estão em meu nome, porem essas duas linhas não existem, eu nunca usei, nunca me mandaram, inclusIve atendentes da tim já me falaram que foi gerado esses dois numeros pra mim '' E MAIS UMA VEZ, COMO ASSIM TIM, COMO VOCÊS TEM ESSA CARA DE PAU DE SIMPLESMENTE INCLUIR UM SERVIÇO PRA UM CLIENTE E COMEÇAR A COBRAR SEM O CONHECIMENTO DO CLIENTE, E MAIS UMA VEZ, POR ISSO QUE PERDE CLIENTE A CADA DIA QUE PASSA. Enfim, espero que a tim resolva por que já cansei de ligar e passar raiva com a incompetência dos atendentes da tim.. OU TEREI QUE FAZER COMO A MAIORIA DAS PESSOAS FAZEM HOJE EM DIA, AS COISAS SÓ SE RESOLVEM QUANDO MARCAMOS A EMPRESA NAS REDES SOCIAIS.",2018,2018-02-01,2018-02-27,A,Contas e Tarifas,Fatura,Facebook,Negativo,91,239,1359,14184
TWITTER_2_1165018078205349889,Vem pro mundo #TIMBlack. ad.doubleclick.net/ddm/trackclk/N…,2019,2019-08-01,2019-08-23,A,Produtos e Serviços,Internet,Twitter,Neutro,95,141,1708,29022
FACEBOOK_38_m_mid.$cAAArT2xk1MppJR9BLVi89n4bEJlB,"Meu amigo, vcs possuem um sério problema de entendimento e comunicação. Eu disse que a empresa de vocês estão entrado em contato conosco pelo menos 5 vezes ao dia para fazerem  telemarketing, oferecendo uma troca de plano de internet para TIM. Isso está nos incomodando e muito ! É óbvio que este nosso número não pertence a TIM, ainda mais pela política que vcs aplicam em incomodar a gente. Quero que parem de ligar compreendeu ? Ou vcs só compreendem juridicamente ?",2018,2018-04-01,2018-04-23,A,Atendimento e Relacionamento,Dados,Facebook,Negativo,66,216,1838,20093
WEB_100_sg_742C290CD956B91D9CC87365A6804668,"meu aparelho foi bloqueado pela operadora Tim, sem eu ter solicitado, solicitei o desbloqueio do mesmo fazendo uma reclamação junto a operadora e na Anatel, atendente entrou em contato comigo pedindo a nota fiscal do meu aparelho, enviei por e-mail, a mesma me ligou novamente informando que devia tirar a nota fiscal pelo site da receita pois na nota que recebi da empresa não tinha o IMEI do aparelho, e que teria na nota retirada pelo site, fui tirar a nota pelo site da receita e lá também não consta IMEI, pois a empresa Tim não cadastrou o IMEI do aparelho no ato da compra, queria saber como irei resolver esse problema, pois estou com meu aparelho bloqueado para usar chip Tim, e que não foi solicitado para mim, e as notas fiscais que a empresa emitiu não foi cadastrado o IMEI nas mesmas, me sinto muito prejudicado com essa situação, pois possuo um chip Beta e estou sem utilizar o mesmo podendo ate perder o benefício, por um erro causado unicamente pela empresa, utilizava essa linha da Tim para trabalho e isso já me causou bastante prejuízo, solicito mais uma vez que meu aparelho seja desbloqueado, tenho aqui a caixa do meu aparelho, a nota que me foi entregue na loja, a nota retirada no site da receita, fiz protocolo de reclamação na loja, várias ligações para a operadora e nada foi resolvido, e estou precisando utilizar o celular, o mesmo foi comprado na loja própria da Tim no conjunto nacional de Brasília",2019,2019-08-01,2019-08-26,A,Atendimento e Relacionamento,Lojas,Web,Negativo,66,167,1353,29700
WEB_115_sg_EAAC0E2D4989D6069F3AC8ED7A16CE40,"plantão 2010
Governo chama operadoras para contribuir com plano de banda larga
As empresas de telefonia móvel e fixa e as de TV por assinatura entraram oficialmente hoje nos debates sobre o Plano Nacional de Banda Larga (PNBL), a ser lançado ainda este mês pelo governo. Esse foi o sentimento dos executivos das operadoras, depois de três horas de reunião sobre o programa com a secretária-executiva da Casa Civil, Erenice Guerra, e com o coordenador dos programas de Inclusão Digital da Presidência da República, Cezar Alvarez.
A reunião com os empresários aconteceu três dias após a apresentação do PNBL a representantes das entidades da sociedade civil, que contou com a participação de dois ministros e do presidente Lula. E foi marcada após o envio de carta dos empresários ao governo, cobrando mais transparência no debate. O receio das operadoras , segundo um dos empresários, é com a possível concorrência no varejo com a empresa pública, que provavelmente será a Telebrás.
Segundo o presidente da Telefônica, Antonio Carlos Valente, concretamente foi um grande passo conhecer detalhadamente os estudos que foram feitos até agora e abrir a oportunidade para que os grupos técnicos das empresas e do governo possam interagir para analisar opções técnicas que funcionem na prática. ""É importante que o nível de profundidade seja aumentado e isso só acontecerá com a participação das operadoras, que hoje detêm mais conhecimentos, têm mais informações a respeito das dificuldades, das oportunidades para propor soluções possíveis"", disse.
Valente, que também preside a Telebrasil (Associação Brasileira de Telecomunicações), disse que a reativação da Telebrás foi comentada durante a reunião, mas não foi o tema mais importante. ""A apresentação versou mais sobre os objetivos, perspectivas de demanda, sobre as características do backbone do setor elétrico e sobre um conjunto de medidas que estão sendo estudadas sob a ótica de regulamentação e políticas públicas"", disse.
 Estamos tranqüilos porque o encontro foi uma boa oportunidade de dialogar. Quanto a eventuais concorrentes, o importante é que a gente saiba também quais serão as características dessa concorrência. Se os concorrentes estiverem sujeitos às mesmas regras e obrigações, então não é problema, resumiu Valente.
Compartilhamento
Para o presidente da Oi, Luiz Eduardo Falco, o plano é ""bacana"" e a reunião serviu para que os empresários contribuíssem com sugestões sobre modelos de negócios. Ele afirma que não há hipótese da Oi não participar desse plano, a concessionária nacional, responsável por 90% da universalização feita no Brasil. ""Ninguém resolve este problema sozinho. Então eu acho que as múltiplas redes das empresas de telecomunicações, podem ajudar o governo a atingir determinados esses objetivos"", disse.
O diretor de Regulamentação da TIM, Mário Girasoles, considera que o compartilhamento no atacado de infraestrutura, seja pública ou privada, na transmissão, e competição no varejo é o mix ideal para fazer o setor crescer. ""E me parece que as linhas gerais do PNBL são nesse sentido. Obviamente, há problemas técnicos, mas a abertura de uma grande mesa de cooperação é uma ótima premissa para fazer aquilo que todo o mundo quer que é seguir em frente"", disse.
O presidente da Vivo, Roberto Lima, o diretor de Regulamentação da Claro, Ropdolpho Tourinho, e o vice-presidente de Estratégia e Gestão Operacional da NET, Rodrigo Marques, também participaram do encontro.",2018,2018-10-01,2018-10-27,A,Atendimento e Relacionamento,Institucional,Web,Negativo,62,129,1859,15780
